playtime h1 h2 target_pos_ee(x) target_pos_ee(y) target_pos_ee(z) current_pos_ee(x) current_pos_ee(y) current_pos_ee(z) target_pos_link4(x) target_pos_link4(y) target_pos_link4(z) current_pos_link4(x) current_pos_link4(y) current_pos_link4(z) q_desired_1 q_desired_2 q_desired_3 q_desired_4 q_desired_5 q_desired_6 q_desired_7
9.292 1 0 0.35 0.28 0.7 0.512145 0.0590122 0.639504 0 -0.15 0.5 0.0493927 0.00728823 0.655753  0.058176 -0.111106 0.0614789  -1.64802 0.0100053   1.50116  0.785388
9.293 1 0 0.35 0.28 0.7 0.512102 0.0590705 0.63952 0 -0.15 0.5 0.0493615 0.00729412 0.655758 0.0582323 -0.111201 0.0615399  -1.64808 0.0100158   1.50111  0.785388
9.294 1 0 0.35 0.28 0.7 0.512059 0.0591288 0.639536 0 -0.15 0.5 0.0493304 0.00730001 0.655762 0.0582887 -0.111296 0.0616008  -1.64814 0.0100263   1.50105  0.785388
9.295 1 0 0.35 0.28 0.7 0.512017 0.0591871 0.639552 0 -0.15 0.5 0.0492992 0.0073059 0.655767  0.058345  -0.11139 0.0616618   -1.6482 0.0100368     1.501  0.785388
9.296 1 0 0.35 0.28 0.7 0.511974 0.0592455 0.639568 0 -0.15 0.5 0.0492681 0.00731179 0.655772 0.0584014 -0.111485 0.0617228  -1.64826 0.0100473   1.50094  0.785388
9.297 1 0 0.35 0.28 0.7 0.511932 0.0593039 0.639584 0 -0.15 0.5 0.0492369 0.00731767 0.655776 0.0584579  -0.11158 0.0617838  -1.64832 0.0100578   1.50088  0.785388
9.298 1 0 0.35 0.28 0.7 0.511889 0.0593623 0.6396 0 -0.15 0.5 0.0492057 0.00732356 0.655781 0.0585143 -0.111675 0.0618449  -1.64838 0.0100683   1.50083  0.785388
9.299 1 0 0.35 0.28 0.7 0.511846 0.0594207 0.639616 0 -0.15 0.5 0.0491746 0.00732945 0.655785 0.0585708  -0.11177 0.0619059  -1.64843 0.0100789   1.50077  0.785388
9.3 1 0 0.35 0.28 0.7 0.511804 0.0594791 0.639632 0 -0.15 0.5 0.0491434 0.00733534 0.65579 0.0586273 -0.111865  0.061967  -1.64849 0.0100894   1.50072  0.785388
9.301 1 0 0.35 0.28 0.7 0.511761 0.0595375 0.639648 0 -0.15 0.5 0.0491122 0.00734122 0.655795 0.0586838 -0.111959 0.0620281  -1.64855 0.0100999   1.50066  0.785388
9.302 1 0 0.35 0.28 0.7 0.511718 0.059596 0.639664 0 -0.15 0.5 0.049081 0.00734711 0.655799 0.0587403 -0.112054 0.0620893  -1.64861 0.0101105   1.50061  0.785388
9.303 1 0 0.35 0.28 0.7 0.511676 0.0596545 0.63968 0 -0.15 0.5 0.0490498 0.007353 0.655804 0.0587968 -0.112149 0.0621504  -1.64867  0.010121   1.50055  0.785388
9.304 1 0 0.35 0.28 0.7 0.511633 0.059713 0.639695 0 -0.15 0.5 0.0490186 0.00735888 0.655808 0.0588534 -0.112244 0.0622116  -1.64873 0.0101316    1.5005  0.785388
9.305 1 0 0.35 0.28 0.7 0.51159 0.0597715 0.639711 0 -0.15 0.5 0.0489874 0.00736476 0.655813   0.05891 -0.112339 0.0622728  -1.64879 0.0101421   1.50044  0.785388
9.306 1 0 0.35 0.28 0.7 0.511548 0.05983 0.639727 0 -0.15 0.5 0.0489562 0.00737065 0.655818 0.0589666 -0.112434 0.0623341  -1.64884 0.0101527   1.50039  0.785388
9.307 1 0 0.35 0.28 0.7 0.511505 0.0598886 0.639743 0 -0.15 0.5 0.048925 0.00737653 0.655822 0.0590232 -0.112529 0.0623953   -1.6489 0.0101633   1.50033  0.785388
9.308 1 0 0.35 0.28 0.7 0.511462 0.0599472 0.639759 0 -0.15 0.5 0.0488938 0.00738241 0.655827 0.0590799 -0.112624 0.0624566  -1.64896 0.0101738   1.50028  0.785388
9.309 1 0 0.35 0.28 0.7 0.511419 0.0600058 0.639775 0 -0.15 0.5 0.0488625 0.0073883 0.655831 0.0591365 -0.112719 0.0625179  -1.64902 0.0101844   1.50022  0.785388
9.31 1 0 0.35 0.28 0.7 0.511377 0.0600644 0.639791 0 -0.15 0.5 0.0488313 0.00739418 0.655836 0.0591932 -0.112813 0.0625793  -1.64908  0.010195   1.50017  0.785388
9.311 1 0 0.35 0.28 0.7 0.511334 0.060123 0.639807 0 -0.15 0.5 0.0488001 0.00740006 0.655841 0.0592499 -0.112908 0.0626406  -1.64914 0.0102056   1.50011  0.785388
9.312 1 0 0.35 0.28 0.7 0.511291 0.0601817 0.639823 0 -0.15 0.5 0.0487688 0.00740594 0.655845 0.0593067 -0.113003  0.062702   -1.6492 0.0102162   1.50006  0.785388
9.313 1 0 0.35 0.28 0.7 0.511248 0.0602403 0.639839 0 -0.15 0.5 0.0487376 0.00741182 0.65585 0.0593634 -0.113098 0.0627634  -1.64925 0.0102268       1.5  0.785388
9.314 1 0 0.35 0.28 0.7 0.511205 0.060299 0.639855 0 -0.15 0.5 0.0487063 0.0074177 0.655854 0.0594202 -0.113193 0.0628249  -1.64931 0.0102374   1.49995  0.785388
9.315 1 0 0.35 0.28 0.7 0.511162 0.0603577 0.639871 0 -0.15 0.5 0.048675 0.00742358 0.655859  0.059477 -0.113288 0.0628863  -1.64937  0.010248   1.49989  0.785388
9.316 1 0 0.35 0.28 0.7 0.51112 0.0604165 0.639887 0 -0.15 0.5 0.0486438 0.00742946 0.655863 0.0595338 -0.113383 0.0629478  -1.64943 0.0102586   1.49984  0.785388
9.317 1 0 0.35 0.28 0.7 0.511077 0.0604752 0.639903 0 -0.15 0.5 0.0486125 0.00743533 0.655868 0.0595906 -0.113478 0.0630093  -1.64949 0.0102692   1.49978  0.785388
9.318 1 0 0.35 0.28 0.7 0.511034 0.060534 0.639919 0 -0.15 0.5 0.0485812 0.00744121 0.655873 0.0596475 -0.113573 0.0630708  -1.64955 0.0102798   1.49973  0.785388
9.319 1 0 0.35 0.28 0.7 0.510991 0.0605928 0.639935 0 -0.15 0.5 0.04855 0.00744709 0.655877 0.0597043 -0.113668 0.0631324   -1.6496 0.0102904   1.49967  0.785388
9.32 1 0 0.35 0.28 0.7 0.510948 0.0606516 0.639951 0 -0.15 0.5 0.0485187 0.00745296 0.655882 0.0597612 -0.113763  0.063194  -1.64966 0.0103011   1.49962  0.785388
9.321 1 0 0.35 0.28 0.7 0.510905 0.0607104 0.639967 0 -0.15 0.5 0.0484874 0.00745884 0.655886 0.0598181 -0.113858 0.0632556  -1.64972 0.0103117   1.49956  0.785388
9.322 1 0 0.35 0.28 0.7 0.510862 0.0607692 0.639983 0 -0.15 0.5 0.0484561 0.00746471 0.655891 0.0598751 -0.113953 0.0633172  -1.64978 0.0103223   1.49951  0.785388
9.323 1 0 0.35 0.28 0.7 0.510819 0.0608281 0.639999 0 -0.15 0.5 0.0484248 0.00747059 0.655895  0.059932 -0.114048 0.0633788  -1.64984  0.010333   1.49945  0.785388
9.324 1 0 0.35 0.28 0.7 0.510776 0.060887 0.640015 0 -0.15 0.5 0.0483935 0.00747646 0.6559  0.059989 -0.114143 0.0634405   -1.6499 0.0103436    1.4994  0.785388
9.325 1 0 0.35 0.28 0.7 0.510733 0.0609459 0.640032 0 -0.15 0.5 0.0483622 0.00748233 0.655905  0.060046 -0.114238 0.0635022  -1.64995 0.0103543   1.49934  0.785388
9.326 1 0 0.35 0.28 0.7 0.51069 0.0610048 0.640048 0 -0.15 0.5 0.0483308 0.00748821 0.655909  0.060103 -0.114333 0.0635639  -1.65001 0.0103649   1.49929  0.785388
9.327 1 0 0.35 0.28 0.7 0.510647 0.0610637 0.640064 0 -0.15 0.5 0.0482995 0.00749408 0.655914   0.06016 -0.114428 0.0636257  -1.65007 0.0103756   1.49923  0.785388
9.328 1 0 0.35 0.28 0.7 0.510604 0.0611227 0.64008 0 -0.15 0.5 0.0482682 0.00749995 0.655918 0.0602171 -0.114523 0.0636874  -1.65013 0.0103863   1.49917  0.785388
9.329 1 0 0.35 0.28 0.7 0.510561 0.0611816 0.640096 0 -0.15 0.5 0.0482369 0.00750582 0.655923 0.0602742 -0.114618 0.0637492  -1.65019 0.0103969   1.49912  0.785388
9.33 1 0 0.35 0.28 0.7 0.510518 0.0612406 0.640112 0 -0.15 0.5 0.0482055 0.00751169 0.655927 0.0603313 -0.114713 0.0638111  -1.65025 0.0104076   1.49906  0.785388
9.331 1 0 0.35 0.28 0.7 0.510475 0.0612996 0.640128 0 -0.15 0.5 0.0481742 0.00751756 0.655932 0.0603884 -0.114809 0.0638729   -1.6503 0.0104183   1.49901  0.785388
9.332 1 0 0.35 0.28 0.7 0.510432 0.0613587 0.640144 0 -0.15 0.5 0.0481428 0.00752343 0.655936 0.0604455 -0.114904 0.0639348  -1.65036  0.010429   1.49895  0.785388
9.333 1 0 0.35 0.28 0.7 0.510389 0.0614177 0.64016 0 -0.15 0.5 0.0481115 0.0075293 0.655941 0.0605027 -0.114999 0.0639967  -1.65042 0.0104397    1.4989  0.785388
9.334 1 0 0.35 0.28 0.7 0.510346 0.0614768 0.640176 0 -0.15 0.5 0.0480801 0.00753516 0.655945 0.0605599 -0.115094 0.0640586  -1.65048 0.0104504   1.49884  0.785388
9.335 1 0 0.35 0.28 0.7 0.510302 0.0615358 0.640192 0 -0.15 0.5 0.0480488 0.00754103 0.65595  0.060617 -0.115189 0.0641205  -1.65054 0.0104611   1.49879  0.785388
9.336 1 0 0.35 0.28 0.7 0.510259 0.0615949 0.640208 0 -0.15 0.5 0.0480174 0.0075469 0.655955 0.0606743 -0.115284 0.0641825   -1.6506 0.0104718   1.49873  0.785388
9.337 1 0 0.35 0.28 0.7 0.510216 0.0616541 0.640225 0 -0.15 0.5 0.047986 0.00755276 0.655959 0.0607315 -0.115379 0.0642445  -1.65065 0.0104825   1.49868  0.785388
9.338 1 0 0.35 0.28 0.7 0.510173 0.0617132 0.640241 0 -0.15 0.5 0.0479546 0.00755863 0.655964 0.0607888 -0.115474 0.0643065  -1.65071 0.0104932   1.49862  0.785388
9.339 1 0 0.35 0.28 0.7 0.51013 0.0617724 0.640257 0 -0.15 0.5 0.0479233 0.00756449 0.655968  0.060846 -0.115569 0.0643685  -1.65077 0.0105039   1.49857  0.785388
9.34 1 0 0.35 0.28 0.7 0.510087 0.0618315 0.640273 0 -0.15 0.5 0.0478919 0.00757035 0.655973 0.0609033 -0.115664 0.0644305  -1.65083 0.0105146   1.49851  0.785388
9.341 1 0 0.35 0.28 0.7 0.510043 0.0618907 0.640289 0 -0.15 0.5 0.0478605 0.00757622 0.655977 0.0609606  -0.11576 0.0644926  -1.65089 0.0105254   1.49846  0.785388
9.342 1 0 0.35 0.28 0.7 0.51 0.0619499 0.640305 0 -0.15 0.5 0.0478291 0.00758208 0.655982  0.061018 -0.115855 0.0645547  -1.65095 0.0105361    1.4984  0.785388
9.343 1 0 0.35 0.28 0.7 0.509957 0.0620092 0.640321 0 -0.15 0.5 0.0477977 0.00758794 0.655986 0.0610753  -0.11595 0.0646169    -1.651 0.0105468   1.49835  0.785388
9.344 1 0 0.35 0.28 0.7 0.509914 0.0620684 0.640338 0 -0.15 0.5 0.0477663 0.0075938 0.655991 0.0611327 -0.116045  0.064679  -1.65106 0.0105576   1.49829  0.785388
9.345 1 0 0.35 0.28 0.7 0.50987 0.0621277 0.640354 0 -0.15 0.5 0.0477349 0.00759966 0.655995 0.0611901  -0.11614 0.0647412  -1.65112 0.0105683   1.49824  0.785388
9.346 1 0 0.35 0.28 0.7 0.509827 0.062187 0.64037 0 -0.15 0.5 0.0477034 0.00760552 0.656 0.0612475 -0.116235 0.0648034  -1.65118 0.0105791   1.49818  0.785388
9.347 1 0 0.35 0.28 0.7 0.509784 0.0622463 0.640386 0 -0.15 0.5 0.047672 0.00761138 0.656004  0.061305  -0.11633 0.0648656  -1.65124 0.0105898   1.49813  0.785388
9.348 1 0 0.35 0.28 0.7 0.509741 0.0623056 0.640402 0 -0.15 0.5 0.0476406 0.00761724 0.656009 0.0613624 -0.116426 0.0649279  -1.65129 0.0106006   1.49807  0.785388
9.349 1 0 0.35 0.28 0.7 0.509697 0.0623649 0.640418 0 -0.15 0.5 0.0476092 0.00762309 0.656013 0.0614199 -0.116521 0.0649901  -1.65135 0.0106114   1.49802  0.785388
9.35 1 0 0.35 0.28 0.7 0.509654 0.0624243 0.640435 0 -0.15 0.5 0.0475777 0.00762895 0.656018 0.0614774 -0.116616 0.0650524  -1.65141 0.0106221   1.49796  0.785388
9.351 1 0 0.35 0.28 0.7 0.509611 0.0624836 0.640451 0 -0.15 0.5 0.0475463 0.00763481 0.656022 0.0615349 -0.116711 0.0651147  -1.65147 0.0106329   1.49791  0.785388
9.352 1 0 0.35 0.28 0.7 0.509567 0.062543 0.640467 0 -0.15 0.5 0.0475148 0.00764066 0.656027 0.0615924 -0.116806 0.0651771  -1.65153 0.0106437   1.49785  0.785388
9.353 1 0 0.35 0.28 0.7 0.509524 0.0626024 0.640483 0 -0.15 0.5 0.0474834 0.00764652 0.656031   0.06165 -0.116902 0.0652394  -1.65158 0.0106545    1.4978  0.785388
9.354 1 0 0.35 0.28 0.7 0.50948 0.0626619 0.640499 0 -0.15 0.5 0.0474519 0.00765237 0.656036 0.0617076 -0.116997 0.0653018  -1.65164 0.0106653   1.49774  0.785388
9.355 1 0 0.35 0.28 0.7 0.509437 0.0627213 0.640515 0 -0.15 0.5 0.0474205 0.00765822 0.65604 0.0617652 -0.117092 0.0653642   -1.6517 0.0106761   1.49769  0.785388
9.356 1 0 0.35 0.28 0.7 0.509394 0.0627808 0.640532 0 -0.15 0.5 0.047389 0.00766407 0.656045 0.0618228 -0.117187 0.0654267  -1.65176 0.0106869   1.49763  0.785388
9.357 1 0 0.35 0.28 0.7 0.50935 0.0628403 0.640548 0 -0.15 0.5 0.0473575 0.00766993 0.656049 0.0618804 -0.117282 0.0654891  -1.65182 0.0106977   1.49758  0.785388
9.358 1 0 0.35 0.28 0.7 0.509307 0.0628998 0.640564 0 -0.15 0.5 0.0473261 0.00767578 0.656054 0.0619381 -0.117378 0.0655516  -1.65187 0.0107085   1.49752  0.785388
9.359 1 0 0.35 0.28 0.7 0.509263 0.0629593 0.64058 0 -0.15 0.5 0.0472946 0.00768163 0.656058 0.0619957 -0.117473 0.0656141  -1.65193 0.0107193   1.49747  0.785388
9.36 1 0 0.35 0.28 0.7 0.50922 0.0630188 0.640597 0 -0.15 0.5 0.0472631 0.00768748 0.656062 0.0620534 -0.117568 0.0656767  -1.65199 0.0107301   1.49741  0.785388
9.361 1 0 0.35 0.28 0.7 0.509176 0.0630784 0.640613 0 -0.15 0.5 0.0472316 0.00769333 0.656067 0.0621112 -0.117663 0.0657392  -1.65205 0.0107409   1.49736  0.785388
9.362 1 0 0.35 0.28 0.7 0.509133 0.0631379 0.640629 0 -0.15 0.5 0.0472001 0.00769917 0.656071 0.0621689 -0.117759 0.0658018  -1.65211 0.0107518    1.4973  0.785388
9.363 1 0 0.35 0.28 0.7 0.509089 0.0631975 0.640645 0 -0.15 0.5 0.0471686 0.00770502 0.656076 0.0622266 -0.117854 0.0658644  -1.65216 0.0107626   1.49725  0.785388
9.364 1 0 0.35 0.28 0.7 0.509046 0.0632571 0.640662 0 -0.15 0.5 0.0471371 0.00771087 0.65608 0.0622844 -0.117949  0.065927  -1.65222 0.0107734   1.49719  0.785388
9.365 1 0 0.35 0.28 0.7 0.509002 0.0633168 0.640678 0 -0.15 0.5 0.0471056 0.00771671 0.656085 0.0623422 -0.118044 0.0659897  -1.65228 0.0107843   1.49714  0.785388
9.366 1 0 0.35 0.28 0.7 0.508959 0.0633764 0.640694 0 -0.15 0.5 0.0470741 0.00772256 0.656089    0.0624  -0.11814 0.0660523  -1.65234 0.0107951   1.49708  0.785388
9.367 1 0 0.35 0.28 0.7 0.508915 0.0634361 0.64071 0 -0.15 0.5 0.0470426 0.0077284 0.656094 0.0624579 -0.118235  0.066115   -1.6524  0.010806   1.49703  0.785388
9.368 1 0 0.35 0.28 0.7 0.508872 0.0634958 0.640727 0 -0.15 0.5 0.0470111 0.00773425 0.656098 0.0625157  -0.11833 0.0661778  -1.65245 0.0108168   1.49697  0.785388
9.369 1 0 0.35 0.28 0.7 0.508828 0.0635555 0.640743 0 -0.15 0.5 0.0469796 0.00774009 0.656103 0.0625736 -0.118426 0.0662405  -1.65251 0.0108277   1.49692  0.785388
9.37 1 0 0.35 0.28 0.7 0.508784 0.0636152 0.640759 0 -0.15 0.5 0.046948 0.00774593 0.656107 0.0626315 -0.118521 0.0663033  -1.65257 0.0108386   1.49686  0.785388
9.371 1 0 0.35 0.28 0.7 0.508741 0.0636749 0.640775 0 -0.15 0.5 0.0469165 0.00775177 0.656111 0.0626894 -0.118616 0.0663661  -1.65263 0.0108494   1.49681  0.785388
9.372 1 0 0.35 0.28 0.7 0.508697 0.0637347 0.640792 0 -0.15 0.5 0.046885 0.00775761 0.656116 0.0627473 -0.118711 0.0664289  -1.65269 0.0108603   1.49675  0.785388
9.373 1 0 0.35 0.28 0.7 0.508653 0.0637944 0.640808 0 -0.15 0.5 0.0468534 0.00776345 0.65612 0.0628053 -0.118807 0.0664917  -1.65274 0.0108712    1.4967  0.785388
9.374 1 0 0.35 0.28 0.7 0.50861 0.0638542 0.640824 0 -0.15 0.5 0.0468219 0.00776929 0.656125 0.0628632 -0.118902 0.0665546   -1.6528 0.0108821   1.49664  0.785388
9.375 1 0 0.35 0.28 0.7 0.508566 0.063914 0.640841 0 -0.15 0.5 0.0467903 0.00777513 0.656129 0.0629212 -0.118997 0.0666175  -1.65286  0.010893   1.49659  0.785388
9.376 1 0 0.35 0.28 0.7 0.508522 0.0639738 0.640857 0 -0.15 0.5 0.0467588 0.00778097 0.656134 0.0629792 -0.119093 0.0666804  -1.65292 0.0109039   1.49653  0.785388
9.377 1 0 0.35 0.28 0.7 0.508479 0.0640337 0.640873 0 -0.15 0.5 0.0467272 0.00778681 0.656138 0.0630373 -0.119188 0.0667433  -1.65297 0.0109148   1.49648  0.785388
9.378 1 0 0.35 0.28 0.7 0.508435 0.0640935 0.64089 0 -0.15 0.5 0.0466956 0.00779264 0.656142 0.0630953 -0.119283 0.0668063  -1.65303 0.0109257   1.49642  0.785388
9.379 1 0 0.35 0.28 0.7 0.508391 0.0641534 0.640906 0 -0.15 0.5 0.0466641 0.00779848 0.656147 0.0631534 -0.119379 0.0668692  -1.65309 0.0109366   1.49637  0.785388
9.38 1 0 0.35 0.28 0.7 0.508348 0.0642133 0.640922 0 -0.15 0.5 0.0466325 0.00780431 0.656151 0.0632115 -0.119474 0.0669322  -1.65315 0.0109475   1.49632  0.785388
9.381 1 0 0.35 0.28 0.7 0.508304 0.0642732 0.640938 0 -0.15 0.5 0.0466009 0.00781014 0.656156 0.0632696 -0.119569 0.0669953  -1.65321 0.0109584   1.49626  0.785388
9.382 1 0 0.35 0.28 0.7 0.50826 0.0643332 0.640955 0 -0.15 0.5 0.0465693 0.00781598 0.65616 0.0633277 -0.119665 0.0670583  -1.65326 0.0109693   1.49621  0.785388
9.383 1 0 0.35 0.28 0.7 0.508216 0.0643931 0.640971 0 -0.15 0.5 0.0465377 0.00782181 0.656165 0.0633859  -0.11976 0.0671214  -1.65332 0.0109803   1.49615  0.785388
9.384 1 0 0.35 0.28 0.7 0.508172 0.0644531 0.640987 0 -0.15 0.5 0.0465062 0.00782764 0.656169  0.063444 -0.119855 0.0671845  -1.65338 0.0109912    1.4961  0.785388
9.385 1 0 0.35 0.28 0.7 0.508129 0.0645131 0.641004 0 -0.15 0.5 0.0464746 0.00783347 0.656173 0.0635022 -0.119951 0.0672476  -1.65344 0.0110021   1.49604  0.785388
9.386 1 0 0.35 0.28 0.7 0.508085 0.0645731 0.64102 0 -0.15 0.5 0.046443 0.0078393 0.656178 0.0635604 -0.120046 0.0673107  -1.65349 0.0110131   1.49599  0.785388
9.387 1 0 0.35 0.28 0.7 0.508041 0.0646331 0.641037 0 -0.15 0.5 0.0464114 0.00784513 0.656182 0.0636187 -0.120141 0.0673739  -1.65355  0.011024   1.49593  0.785388
9.388 1 0 0.35 0.28 0.7 0.507997 0.0646931 0.641053 0 -0.15 0.5 0.0463798 0.00785096 0.656187 0.0636769 -0.120237 0.0674371  -1.65361  0.011035   1.49588  0.785388
9.389 1 0 0.35 0.28 0.7 0.507953 0.0647532 0.641069 0 -0.15 0.5 0.0463481 0.00785678 0.656191 0.0637352 -0.120332 0.0675003  -1.65367 0.0110459   1.49582  0.785388
9.39 1 0 0.35 0.28 0.7 0.507909 0.0648132 0.641086 0 -0.15 0.5 0.0463165 0.00786261 0.656195 0.0637935 -0.120428 0.0675635  -1.65373 0.0110569   1.49577  0.785388
9.391 1 0 0.35 0.28 0.7 0.507866 0.0648733 0.641102 0 -0.15 0.5 0.0462849 0.00786844 0.6562 0.0638518 -0.120523 0.0676268  -1.65378 0.0110678   1.49571  0.785388
9.392 1 0 0.35 0.28 0.7 0.507822 0.0649334 0.641118 0 -0.15 0.5 0.0462533 0.00787426 0.656204 0.0639101 -0.120618 0.0676901  -1.65384 0.0110788   1.49566  0.785388
9.393 1 0 0.35 0.28 0.7 0.507778 0.0649935 0.641135 0 -0.15 0.5 0.0462217 0.00788008 0.656208 0.0639684 -0.120714 0.0677534   -1.6539 0.0110898    1.4956  0.785388
9.394 1 0 0.35 0.28 0.7 0.507734 0.0650537 0.641151 0 -0.15 0.5 0.04619 0.00788591 0.656213 0.0640268 -0.120809 0.0678167  -1.65396 0.0111008   1.49555  0.785388
9.395 1 0 0.35 0.28 0.7 0.50769 0.0651138 0.641168 0 -0.15 0.5 0.0461584 0.00789173 0.656217 0.0640852 -0.120905 0.0678801  -1.65401 0.0111118   1.49549  0.785388
9.396 1 0 0.35 0.28 0.7 0.507646 0.065174 0.641184 0 -0.15 0.5 0.0461267 0.00789755 0.656222 0.0641436    -0.121 0.0679434  -1.65407 0.0111227   1.49544  0.785388
9.397 1 0 0.35 0.28 0.7 0.507602 0.0652342 0.6412 0 -0.15 0.5 0.0460951 0.00790337 0.656226  0.064202 -0.121095 0.0680068  -1.65413 0.0111337   1.49538  0.785388
9.398 1 0 0.35 0.28 0.7 0.507558 0.0652944 0.641217 0 -0.15 0.5 0.0460635 0.00790919 0.65623 0.0642604 -0.121191 0.0680703  -1.65419 0.0111447   1.49533  0.785388
9.399 1 0 0.35 0.28 0.7 0.507514 0.0653547 0.641233 0 -0.15 0.5 0.0460318 0.00791501 0.656235 0.0643189 -0.121286 0.0681337  -1.65424 0.0111557   1.49527  0.785388
9.4 1 0 0.35 0.28 0.7 0.50747 0.0654149 0.64125 0 -0.15 0.5 0.0460001 0.00792083 0.656239 0.0643774 -0.121382 0.0681972   -1.6543 0.0111667   1.49522  0.785388
9.401 1 0 0.35 0.28 0.7 0.507426 0.0654752 0.641266 0 -0.15 0.5 0.0459685 0.00792665 0.656243 0.0644359 -0.121477 0.0682607  -1.65436 0.0111778   1.49516  0.785388
9.402 1 0 0.35 0.28 0.7 0.507382 0.0655354 0.641282 0 -0.15 0.5 0.0459368 0.00793246 0.656248 0.0644944 -0.121572 0.0683242  -1.65442 0.0111888   1.49511  0.785388
9.403 1 0 0.35 0.28 0.7 0.507338 0.0655957 0.641299 0 -0.15 0.5 0.0459052 0.00793828 0.656252 0.0645529 -0.121668 0.0683877  -1.65447 0.0111998   1.49505  0.785388
9.404 1 0 0.35 0.28 0.7 0.507294 0.0656561 0.641315 0 -0.15 0.5 0.0458735 0.00794409 0.656257 0.0646115 -0.121763 0.0684513  -1.65453 0.0112108     1.495  0.785388
9.405 1 0 0.35 0.28 0.7 0.50725 0.0657164 0.641332 0 -0.15 0.5 0.0458418 0.00794991 0.656261 0.0646701 -0.121859 0.0685149  -1.65459 0.0112218   1.49494  0.785388
9.406 1 0 0.35 0.28 0.7 0.507206 0.0657767 0.641348 0 -0.15 0.5 0.0458101 0.00795572 0.656265 0.0647287 -0.121954 0.0685785  -1.65465 0.0112329   1.49489  0.785388
9.407 1 0 0.35 0.28 0.7 0.507162 0.0658371 0.641365 0 -0.15 0.5 0.0457784 0.00796153 0.65627 0.0647873  -0.12205 0.0686421   -1.6547 0.0112439   1.49484  0.785388
9.408 1 0 0.35 0.28 0.7 0.507118 0.0658975 0.641381 0 -0.15 0.5 0.0457467 0.00796734 0.656274 0.0648459 -0.122145 0.0687057  -1.65476  0.011255   1.49478  0.785388
9.409 1 0 0.35 0.28 0.7 0.507073 0.0659579 0.641398 0 -0.15 0.5 0.0457151 0.00797315 0.656278 0.0649046  -0.12224 0.0687694  -1.65482  0.011266   1.49473  0.785388
9.41 1 0 0.35 0.28 0.7 0.507029 0.0660183 0.641414 0 -0.15 0.5 0.0456834 0.00797896 0.656283 0.0649632 -0.122336 0.0688331  -1.65488 0.0112771   1.49467  0.785388
9.411 1 0 0.35 0.28 0.7 0.506985 0.0660787 0.641431 0 -0.15 0.5 0.0456517 0.00798477 0.656287 0.0650219 -0.122431 0.0688968  -1.65493 0.0112881   1.49462  0.785388
9.412 1 0 0.35 0.28 0.7 0.506941 0.0661392 0.641447 0 -0.15 0.5 0.04562 0.00799058 0.656291 0.0650806 -0.122527 0.0689606  -1.65499 0.0112992   1.49456  0.785388
9.413 1 0 0.35 0.28 0.7 0.506897 0.0661997 0.641464 0 -0.15 0.5 0.0455882 0.00799638 0.656296 0.0651394 -0.122622 0.0690244  -1.65505 0.0113103   1.49451  0.785388
9.414 1 0 0.35 0.28 0.7 0.506853 0.0662602 0.64148 0 -0.15 0.5 0.0455565 0.00800219 0.6563 0.0651981 -0.122718 0.0690881   -1.6551 0.0113213   1.49445  0.785388
9.415 1 0 0.35 0.28 0.7 0.506808 0.0663207 0.641496 0 -0.15 0.5 0.0455248 0.00800799 0.656304 0.0652569 -0.122813  0.069152  -1.65516 0.0113324    1.4944  0.785388
9.416 1 0 0.35 0.28 0.7 0.506764 0.0663812 0.641513 0 -0.15 0.5 0.0454931 0.0080138 0.656309 0.0653157 -0.122909 0.0692158  -1.65522 0.0113435   1.49434  0.785388
9.417 1 0 0.35 0.28 0.7 0.50672 0.0664417 0.641529 0 -0.15 0.5 0.0454614 0.0080196 0.656313 0.0653745 -0.123004 0.0692797  -1.65528 0.0113546   1.49429  0.785388
9.418 1 0 0.35 0.28 0.7 0.506676 0.0665023 0.641546 0 -0.15 0.5 0.0454296 0.0080254 0.656317 0.0654333   -0.1231 0.0693435  -1.65533 0.0113657   1.49423  0.785388
9.419 1 0 0.35 0.28 0.7 0.506632 0.0665629 0.641562 0 -0.15 0.5 0.0453979 0.0080312 0.656321 0.0654921 -0.123195 0.0694075  -1.65539 0.0113768   1.49418  0.785388
9.42 1 0 0.35 0.28 0.7 0.506587 0.0666234 0.641579 0 -0.15 0.5 0.0453662 0.008037 0.656326  0.065551  -0.12329 0.0694714  -1.65545 0.0113879   1.49412  0.785388
9.421 1 0 0.35 0.28 0.7 0.506543 0.0666841 0.641596 0 -0.15 0.5 0.0453344 0.0080428 0.65633 0.0656099 -0.123386 0.0695353  -1.65551  0.011399   1.49407  0.785388
9.422 1 0 0.35 0.28 0.7 0.506499 0.0667447 0.641612 0 -0.15 0.5 0.0453027 0.0080486 0.656334 0.0656688 -0.123481 0.0695993  -1.65556 0.0114101   1.49402  0.785388
9.423 1 0 0.35 0.28 0.7 0.506454 0.0668053 0.641629 0 -0.15 0.5 0.0452709 0.0080544 0.656339 0.0657277 -0.123577 0.0696633  -1.65562 0.0114212   1.49396  0.785388
9.424 1 0 0.35 0.28 0.7 0.50641 0.066866 0.641645 0 -0.15 0.5 0.0452392 0.0080602 0.656343 0.0657867 -0.123672 0.0697273  -1.65568 0.0114323   1.49391  0.785388
